HIGHEST_CRIME_AREA,MURDER,KIDNAPPING,DOWRY DEATHS,DACOITY,BURGLARY,CRUELTY BY HUSBAND OR HIS RELATIVES,DISTRICT,RAPE,ROBBERY,THEFT,TOTAL_CRIMES,YEAR,TOTAL IPC CRIMES,STATE_UT
HARYANA,18,6,8,5,89,125,KAITHAL,15,10,188,1206,2003,1206,HARYANA
HARYANA,24,22,9,4,127,149,KAITHAL,25,18,280,1554,2006,1554,HARYANA
HARYANA,23,13,6,1,120,115,KAITHAL,19,6,197,1286,2005,1286,HARYANA
HARYANA,32,22,14,7,144,178,KAITHAL,14,9,240,1588,2007,1588,HARYANA
HARYANA,26,10,6,2,86,98,KAITHAL,7,3,151,1121,2002,1121,HARYANA
HARYANA,22,16,13,5,107,150,KAITHAL,14,6,194,1522,2008,1522,HARYANA
HARYANA,21,22,13,4,124,187,KAITHAL,24,22,285,1744,2009,1744,HARYANA
HARYANA,25,17,9,0,84,136,KAITHAL,18,9,200,1226,2004,1226,HARYANA
HARYANA,33,10,9,3,103,105,KAITHAL,16,9,144,1195,2001,1195,HARYANA
HARYANA,30,34,11,6,160,112,KAITHAL,28,19,304,1668,2010,1668,HARYANA
ODISHA,14,9,5,3,45,11,KALAHANDI,18,24,82,780,2003,780,ODISHA
ODISHA,28,24,7,2,49,53,KALAHANDI,30,32,78,1323,2009,1323,ODISHA
ODISHA,29,17,0,1,75,9,KALAHANDI,30,34,75,1269,2001,1269,ODISHA
ODISHA,21,15,2,5,58,20,KALAHANDI,22,26,81,870,2004,870,ODISHA
ODISHA,24,29,3,6,55,27,KALAHANDI,38,29,71,1360,2008,1360,ODISHA
ODISHA,30,28,12,6,59,19,KALAHANDI,30,24,93,1302,2007,1302,ODISHA
ODISHA,24,12,5,5,55,32,KALAHANDI,30,29,82,1064,2005,1064,ODISHA
ODISHA,33,35,16,6,56,91,KALAHANDI,60,39,82,1564,2010,1564,ODISHA
ODISHA,22,9,2,12,59,19,KALAHANDI,18,29,64,909,2002,909,ODISHA
ODISHA,30,17,12,4,59,28,KALAHANDI,49,29,88,1299,2006,1299,ODISHA
ARUNACHAL PRADESH,5,7,0,3,12,0,KAMENG EAST,1,10,21,141,2010,141,ARUNACHAL PRADESH
ARUNACHAL PRADESH,5,7,0,4,11,0,KAMENG EAST,3,5,17,163,2009,163,ARUNACHAL PRADESH
ARUNACHAL PRADESH,3,9,0,1,8,0,KAMENG EAST,2,6,26,126,2001,126,ARUNACHAL PRADESH
ARUNACHAL PRADESH,4,8,0,2,15,0,KAMENG EAST,5,4,13,144,2008,144,ARUNACHAL PRADESH
ARUNACHAL PRADESH,6,8,0,0,14,0,KAMENG EAST,1,2,29,110,2007,110,ARUNACHAL PRADESH
ARUNACHAL PRADESH,4,5,0,3,12,2,KAMENG EAST,2,3,18,104,2005,104,ARUNACHAL PRADESH
ARUNACHAL PRADESH,3,5,0,0,10,0,KAMENG EAST,1,3,23,126,2002,126,ARUNACHAL PRADESH
ARUNACHAL PRADESH,4,2,0,0,18,0,KAMENG EAST,0,0,11,100,2004,100,ARUNACHAL PRADESH
ARUNACHAL PRADESH,4,2,0,0,15,1,KAMENG EAST,0,5,11,101,2003,101,ARUNACHAL PRADESH
ARUNACHAL PRADESH,3,6,0,0,17,0,KAMENG EAST,1,2,15,124,2006,124,ARUNACHAL PRADESH
ARUNACHAL PRADESH,6,1,0,1,10,0,KAMENG WEST,0,4,25,111,2005,111,ARUNACHAL PRADESH
ARUNACHAL PRADESH,3,0,0,2,7,1,KAMENG WEST,1,3,10,137,2009,137,ARUNACHAL PRADESH
ARUNACHAL PRADESH,7,0,0,1,11,0,KAMENG WEST,1,2,11,83,2003,83,ARUNACHAL PRADESH
ARUNACHAL PRADESH,4,2,0,1,6,0,KAMENG WEST,0,0,26,103,2001,103,ARUNACHAL PRADESH
ARUNACHAL PRADESH,1,4,0,3,8,0,KAMENG WEST,0,0,20,97,2008,97,ARUNACHAL PRADESH
ARUNACHAL PRADESH,6,5,0,1,9,0,KAMENG WEST,0,4,9,131,2010,131,ARUNACHAL PRADESH
ARUNACHAL PRADESH,4,2,0,0,18,0,KAMENG WEST,2,6,14,113,2006,113,ARUNACHAL PRADESH
ARUNACHAL PRADESH,3,7,0,0,10,0,KAMENG WEST,0,0,15,84,2002,84,ARUNACHAL PRADESH
ARUNACHAL PRADESH,2,2,0,1,4,0,KAMENG WEST,1,6,26,104,2007,104,ARUNACHAL PRADESH
ARUNACHAL PRADESH,3,6,0,1,5,0,KAMENG WEST,2,4,24,104,2004,104,ARUNACHAL PRADESH
ASSAM,43,134,3,11,107,108,KAMRUP,57,18,241,2335,2009,2335,ASSAM
ASSAM,24,79,0,20,71,10,KAMRUP,48,14,190,1255,2003,1255,ASSAM
ASSAM,34,132,2,21,68,20,KAMRUP,41,30,138,1673,2002,1673,ASSAM
ASSAM,38,129,5,8,103,159,KAMRUP,51,19,254,2341,2010,2341,ASSAM
ASSAM,31,119,0,20,96,0,KAMRUP,73,13,210,891,2005,891,ASSAM
ASSAM,46,148,3,11,265,101,KAMRUP,36,55,704,2429,2008,2429,ASSAM
ASSAM,37,125,2,30,196,27,KAMRUP,21,41,275,2011,2001,2011,ASSAM
ASSAM,43,100,10,24,107,115,KAMRUP,37,25,137,1205,2006,1205,ASSAM
ASSAM,15,276,3,20,170,67,KAMRUP,59,54,298,2559,2004,2559,ASSAM
ASSAM,47,90,0,25,96,144,KAMRUP,74,26,393,2264,2007,2264,ASSAM
TAMIL NADU,57,18,13,4,157,10,KANCHIPURAM,25,16,368,7236,2007,7236,TAMIL NADU
TAMIL NADU,57,9,1,2,74,13,KANCHIPURAM,17,21,285,5757,2010,5757,TAMIL NADU
TAMIL NADU,48,13,5,3,109,6,KANCHIPURAM,17,9,376,6807,2004,6807,TAMIL NADU
TAMIL NADU,45,17,6,8,218,12,KANCHIPURAM,21,10,494,5840,2001,5840,TAMIL NADU
TAMIL NADU,48,16,11,3,131,23,KANCHIPURAM,31,3,471,5087,2003,5087,TAMIL NADU
TAMIL NADU,75,18,7,2,109,8,KANCHIPURAM,24,7,370,6916,2008,6916,TAMIL NADU
TAMIL NADU,35,19,12,3,109,22,KANCHIPURAM,12,24,370,5475,2006,5475,TAMIL NADU
TAMIL NADU,72,11,10,1,104,22,KANCHIPURAM,28,7,339,5615,2009,5615,TAMIL NADU
TAMIL NADU,42,58,12,4,90,10,KANCHIPURAM,18,19,430,5085,2005,5085,TAMIL NADU
TAMIL NADU,48,36,9,19,203,13,KANCHIPURAM,20,14,574,7869,2002,7869,TAMIL NADU
ODISHA,23,22,2,1,70,42,KANDHAMAL,26,13,62,823,2004,823,ODISHA
ODISHA,25,25,2,1,58,75,KANDHAMAL,35,7,78,945,2003,945,ODISHA
ODISHA,27,19,3,4,60,39,KANDHAMAL,46,16,45,1630,2008,1630,ODISHA
ODISHA,24,19,6,4,62,34,KANDHAMAL,24,8,63,828,2009,828,ODISHA
ODISHA,24,25,4,2,74,29,KANDHAMAL,34,19,115,1000,2001,1000,ODISHA
ODISHA,19,35,2,2,58,48,KANDHAMAL,32,13,86,948,2002,948,ODISHA
ODISHA,28,20,8,3,41,45,KANDHAMAL,20,10,70,947,2005,947,ODISHA
ODISHA,29,34,3,2,37,26,KANDHAMAL,27,17,53,742,2010,742,ODISHA
ODISHA,19,19,2,2,46,38,KANDHAMAL,28,12,62,890,2006,890,ODISHA
ODISHA,25,15,4,0,42,32,KANDHAMAL,32,24,40,952,2007,952,ODISHA
HIMACHAL PRADESH,24,39,1,1,146,58,KANGRA,18,4,108,2035,2001,2035,HIMACHAL PRADESH
HIMACHAL PRADESH,29,26,0,1,152,49,KANGRA,23,0,136,2486,2009,2486,HIMACHAL PRADESH
HIMACHAL PRADESH,19,28,0,2,91,57,KANGRA,12,1,113,2128,2006,2128,HIMACHAL PRADESH
HIMACHAL PRADESH,21,26,0,2,95,48,KANGRA,23,4,99,2023,2005,2023,HIMACHAL PRADESH
HIMACHAL PRADESH,27,43,0,1,143,53,KANGRA,22,1,139,2416,2010,2416,HIMACHAL PRADESH
HIMACHAL PRADESH,18,20,2,0,97,57,KANGRA,15,1,81,2057,2004,2057,HIMACHAL PRADESH
HIMACHAL PRADESH,28,23,2,0,90,32,KANGRA,14,2,86,1961,2002,1961,HIMACHAL PRADESH
HIMACHAL PRADESH,22,31,3,0,94,72,KANGRA,20,1,125,2211,2007,2211,HIMACHAL PRADESH
HIMACHAL PRADESH,38,8,0,1,75,35,KANGRA,8,2,70,2015,2003,2015,HIMACHAL PRADESH
HIMACHAL PRADESH,19,25,0,0,123,68,KANGRA,19,4,249,2290,2008,2290,HIMACHAL PRADESH
CHHATTISGARH,46,18,2,11,62,16,KANKER,22,10,37,993,2009,993,CHHATTISGARH
CHHATTISGARH,54,13,4,14,76,13,KANKER,15,13,77,1062,2008,1062,CHHATTISGARH
CHHATTISGARH,31,4,1,3,67,10,KANKER,42,5,53,760,2001,760,CHHATTISGARH
CHHATTISGARH,48,14,0,23,57,10,KANKER,22,14,69,966,2004,966,CHHATTISGARH
CHHATTISGARH,38,6,1,9,81,16,KANKER,22,16,85,1143,2007,1143,CHHATTISGARH
CHHATTISGARH,36,12,2,9,65,13,KANKER,23,13,84,1017,2006,1017,CHHATTISGARH
CHHATTISGARH,34,6,0,21,51,7,KANKER,29,9,38,874,2003,874,CHHATTISGARH
CHHATTISGARH,42,17,2,15,46,8,KANKER,18,12,53,976,2010,976,CHHATTISGARH
CHHATTISGARH,35,6,1,21,76,22,KANKER,37,4,54,1046,2002,1046,CHHATTISGARH
CHHATTISGARH,40,13,0,28,58,9,KANKER,32,14,64,1022,2005,1022,CHHATTISGARH
UTTAR PRADESH,61,49,10,2,31,62,KANNAUJ,5,11,84,930,2005,930,UTTAR PRADESH
UTTAR PRADESH,66,17,22,1,32,63,KANNAUJ,5,19,69,993,2004,993,UTTAR PRADESH
UTTAR PRADESH,54,38,13,1,17,108,KANNAUJ,6,16,78,1084,2007,1084,UTTAR PRADESH
UTTAR PRADESH,66,61,22,6,52,63,KANNAUJ,8,13,106,1254,2001,1254,UTTAR PRADESH
UTTAR PRADESH,39,49,22,3,14,39,KANNAUJ,7,5,52,947,2010,947,UTTAR PRADESH
UTTAR PRADESH,67,32,15,6,32,37,KANNAUJ,6,14,73,921,2002,921,UTTAR PRADESH
UTTAR PRADESH,64,36,16,2,33,29,KANNAUJ,4,11,48,870,2003,870,UTTAR PRADESH
UTTAR PRADESH,37,48,31,3,19,91,KANNAUJ,11,19,70,1160,2008,1160,UTTAR PRADESH
UTTAR PRADESH,41,64,25,2,13,85,KANNAUJ,8,9,78,1178,2009,1178,UTTAR PRADESH
UTTAR PRADESH,45,48,19,1,17,41,KANNAUJ,6,10,97,926,2006,926,UTTAR PRADESH
KERALA,20,24,0,6,216,227,KANNUR,37,36,229,5461,2006,5461,KERALA
KERALA,26,19,1,3,275,276,KANNUR,33,73,210,5901,2008,5901,KERALA
KERALA,28,20,0,4,242,203,KANNUR,21,17,197,5024,2002,5024,KERALA
KERALA,14,15,0,14,184,280,KANNUR,37,99,191,6839,2009,6839,KERALA
KERALA,23,9,0,5,196,215,KANNUR,25,15,191,5153,2005,5153,KERALA
KERALA,23,6,0,4,205,193,KANNUR,33,14,175,4621,2004,4621,KERALA
KERALA,26,16,0,12,148,300,KANNUR,23,61,156,5850,2010,5850,KERALA
KERALA,12,6,0,8,218,174,KANNUR,13,13,164,4273,2003,4273,KERALA
KERALA,14,22,1,8,275,247,KANNUR,34,98,234,5982,2007,5982,KERALA
KERALA,26,17,0,1,277,157,KANNUR,42,18,213,5888,2001,5888,KERALA
UTTAR PRADESH,50,37,50,4,34,41,KANPUR DEHAT,16,17,112,1254,2006,1254,UTTAR PRADESH
UTTAR PRADESH,41,72,37,4,36,114,KANPUR DEHAT,13,15,114,1820,2007,1820,UTTAR PRADESH
UTTAR PRADESH,33,94,22,0,22,113,KANPUR DEHAT,17,12,117,1790,2009,1790,UTTAR PRADESH
UTTAR PRADESH,85,66,39,14,48,79,KANPUR DEHAT,21,30,140,1581,2001,1581,UTTAR PRADESH
UTTAR PRADESH,50,78,31,2,36,185,KANPUR DEHAT,26,11,143,2084,2008,2084,UTTAR PRADESH
UTTAR PRADESH,46,62,25,4,37,39,KANPUR DEHAT,13,12,141,1387,2004,1387,UTTAR PRADESH
UTTAR PRADESH,37,32,22,5,21,19,KANPUR DEHAT,6,16,107,1218,2003,1218,UTTAR PRADESH
UTTAR PRADESH,56,51,37,20,39,73,KANPUR DEHAT,13,33,120,1436,2002,1436,UTTAR PRADESH
UTTAR PRADESH,49,78,26,3,40,53,KANPUR DEHAT,8,11,139,1454,2005,1454,UTTAR PRADESH
UTTAR PRADESH,144,147,67,12,172,273,KANPUR NAGAR,27,63,837,4736,2006,4736,UTTAR PRADESH
UTTAR PRADESH,210,244,64,30,361,356,KANPUR NAGAR,47,128,1309,6808,2001,6808,UTTAR PRADESH
UTTAR PRADESH,150,369,92,10,267,447,KANPUR NAGAR,42,81,1181,6892,2010,6892,UTTAR PRADESH
UTTAR PRADESH,150,124,51,11,137,205,KANPUR NAGAR,18,45,803,3718,2005,3718,UTTAR PRADESH
UTTAR PRADESH,148,360,59,42,264,673,KANPUR NAGAR,46,114,1204,8008,2007,8008,UTTAR PRADESH
UTTAR PRADESH,168,365,86,24,279,632,KANPUR NAGAR,72,144,1293,8885,2008,8885,UTTAR PRADESH
UTTAR PRADESH,143,337,73,16,229,551,KANPUR NAGAR,40,114,1094,6812,2009,6812,UTTAR PRADESH
UTTAR PRADESH,202,200,50,16,268,307,KANPUR NAGAR,30,106,1153,5908,2002,5908,UTTAR PRADESH
UTTAR PRADESH,149,135,46,5,161,202,KANPUR NAGAR,20,62,938,4526,2004,4526,UTTAR PRADESH
UTTAR PRADESH,187,111,43,7,167,94,KANPUR NAGAR,24,67,830,3231,2003,3231,UTTAR PRADESH
UTTAR PRADESH,39,57,26,0,27,28,KANSHIRAM NAGAR,10,6,78,837,2010,837,UTTAR PRADESH
UTTAR PRADESH,60,51,30,2,31,31,KANSHIRAM NAGAR,19,7,76,905,2008,905,UTTAR PRADESH
UTTAR PRADESH,44,54,29,2,17,26,KANSHIRAM NAGAR,15,6,79,954,2009,954,UTTAR PRADESH
TAMIL NADU,42,59,2,3,216,93,KANYAKUMARI,12,90,318,4752,2010,4752,TAMIL NADU
TAMIL NADU,30,16,1,2,110,40,KANYAKUMARI,13,3,260,3063,2005,3063,TAMIL NADU
TAMIL NADU,38,9,4,4,188,50,KANYAKUMARI,11,7,232,3502,2003,3502,TAMIL NADU
TAMIL NADU,29,42,6,5,160,71,KANYAKUMARI,8,18,397,4735,2008,4735,TAMIL NADU
TAMIL NADU,40,31,9,2,184,65,KANYAKUMARI,11,113,402,4868,2009,4868,TAMIL NADU
TAMIL NADU,33,10,4,1,249,29,KANYAKUMARI,10,5,321,4731,2002,4731,TAMIL NADU
TAMIL NADU,27,22,7,3,116,70,KANYAKUMARI,11,6,292,4206,2007,4206,TAMIL NADU
TAMIL NADU,23,23,4,0,135,28,KANYAKUMARI,3,5,320,3061,2006,3061,TAMIL NADU
TAMIL NADU,30,12,0,0,139,54,KANYAKUMARI,3,7,314,3113,2004,3113,TAMIL NADU
TAMIL NADU,33,17,5,1,230,29,KANYAKUMARI,6,4,260,3732,2001,3732,TAMIL NADU
PUNJAB,27,28,2,1,72,31,KAPURTHALA,12,21,150,1159,2010,1159,PUNJAB
PUNJAB,23,30,2,2,63,29,KAPURTHALA,18,2,135,1031,2005,1031,PUNJAB
PUNJAB,25,26,3,1,90,23,KAPURTHALA,21,5,189,1168,2009,1168,PUNJAB
PUNJAB,28,27,6,2,105,23,KAPURTHALA,13,15,135,1201,2006,1201,PUNJAB
PUNJAB,29,34,7,0,91,42,KAPURTHALA,22,15,210,1480,2007,1480,PUNJAB
PUNJAB,22,16,5,0,38,32,KAPURTHALA,12,1,62,807,2004,807,PUNJAB
PUNJAB,20,25,2,2,55,34,KAPURTHALA,8,5,64,755,2001,755,PUNJAB
PUNJAB,32,24,7,5,36,47,KAPURTHALA,17,2,81,912,2002,912,PUNJAB
PUNJAB,23,32,4,5,125,27,KAPURTHALA,24,17,289,1469,2008,1469,PUNJAB
PUNJAB,22,17,2,0,57,37,KAPURTHALA,11,4,64,887,2003,887,PUNJAB
PUDUCHERRY,4,2,0,0,21,1,KARAIKAL,1,0,47,762,2010,762,PUDUCHERRY
PUDUCHERRY,5,3,0,0,14,2,KARAIKAL,1,0,71,727,2008,727,PUDUCHERRY
PUDUCHERRY,6,1,0,0,21,0,KARAIKAL,0,0,51,724,2009,724,PUDUCHERRY
PUDUCHERRY,4,6,0,0,15,1,KARAIKAL,3,0,87,766,2007,766,PUDUCHERRY
PUDUCHERRY,2,5,1,0,18,0,KARAIKAL,1,1,94,772,2006,772,PUDUCHERRY
RAJASTHAN,37,95,18,0,27,110,KARAULI,28,26,424,3564,2007,3564,RAJASTHAN
RAJASTHAN,26,104,11,0,33,87,KARAULI,45,14,339,3373,2004,3373,RAJASTHAN
RAJASTHAN,35,94,10,0,68,66,KARAULI,21,12,298,2908,2001,2908,RAJASTHAN
RAJASTHAN,26,83,14,1,40,116,KARAULI,22,5,380,3166,2005,3166,RAJASTHAN
RAJASTHAN,21,87,19,0,34,99,KARAULI,29,10,361,3291,2006,3291,RAJASTHAN
RAJASTHAN,28,102,13,1,30,73,KARAULI,34,10,267,3217,2003,3217,RAJASTHAN
RAJASTHAN,39,96,11,6,23,99,KARAULI,33,19,566,3771,2008,3771,RAJASTHAN
RAJASTHAN,35,110,12,2,34,157,KARAULI,42,28,705,4461,2010,4461,RAJASTHAN
RAJASTHAN,19,85,15,1,38,55,KARAULI,21,14,260,2924,2002,2924,RAJASTHAN
RAJASTHAN,33,119,14,0,22,138,KARAULI,46,16,522,4112,2009,4112,RAJASTHAN
ASSAM,41,65,2,13,15,6,KARBI ANGLONG,5,20,118,527,2002,527,ASSAM
ASSAM,65,61,4,12,13,8,KARBI ANGLONG,5,33,79,721,2001,721,ASSAM
ASSAM,55,38,1,11,32,16,KARBI ANGLONG,16,9,141,684,2008,684,ASSAM
ASSAM,57,29,0,15,19,8,KARBI ANGLONG,14,20,102,593,2004,593,ASSAM
ASSAM,67,61,0,8,23,4,KARBI ANGLONG,16,14,113,619,2003,619,ASSAM
ASSAM,76,63,2,12,26,10,KARBI ANGLONG,8,11,92,685,2005,685,ASSAM
ASSAM,73,71,3,9,12,18,KARBI ANGLONG,16,10,161,775,2007,775,ASSAM
ASSAM,42,62,2,5,21,11,KARBI ANGLONG,14,16,152,693,2006,693,ASSAM
ASSAM,33,63,0,3,28,29,KARBI ANGLONG,19,8,113,650,2010,650,ASSAM
ASSAM,40,28,0,7,30,23,KARBI ANGLONG,17,11,109,624,2009,624,ASSAM
JAMMU & KASHMIR,0,1,0,0,4,0,KARGIL,1,0,4,107,2008,107,JAMMU & KASHMIR
JAMMU & KASHMIR,0,1,0,0,7,0,KARGIL,1,0,6,104,2009,104,JAMMU & KASHMIR
JAMMU & KASHMIR,1,1,0,0,11,0,KARGIL,0,0,11,136,2010,136,JAMMU & KASHMIR
JAMMU & KASHMIR,1,4,0,0,9,1,KARGIL,0,0,7,107,2006,107,JAMMU & KASHMIR
JAMMU & KASHMIR,0,2,0,0,5,0,KARGIL,1,0,4,93,2005,93,JAMMU & KASHMIR
JAMMU & KASHMIR,0,3,0,0,2,0,KARGIL,0,0,6,82,2001,82,JAMMU & KASHMIR
JAMMU & KASHMIR,0,6,0,0,4,0,KARGIL,1,0,4,83,2003,83,JAMMU & KASHMIR
JAMMU & KASHMIR,1,1,0,0,6,0,KARGIL,1,0,1,97,2004,97,JAMMU & KASHMIR
JAMMU & KASHMIR,0,1,0,0,4,0,KARGIL,0,0,4,88,2007,88,JAMMU & KASHMIR
JAMMU & KASHMIR,0,2,0,0,2,0,KARGIL,1,0,5,71,2002,71,JAMMU & KASHMIR
ASSAM,40,41,8,5,57,67,KARIMGANJ,32,3,101,1097,2004,1097,ASSAM
ASSAM,27,54,5,6,54,99,KARIMGANJ,19,8,105,1046,2008,1046,ASSAM
ASSAM,32,76,1,8,57,30,KARIMGANJ,33,5,114,843,2001,843,ASSAM
ASSAM,29,43,13,11,71,82,KARIMGANJ,49,13,182,1167,2007,1167,ASSAM
ASSAM,30,33,9,4,70,71,KARIMGANJ,28,5,156,1083,2005,1083,ASSAM
ASSAM,34,42,12,8,70,106,KARIMGANJ,26,7,73,1140,2009,1140,ASSAM
ASSAM,43,69,6,6,71,69,KARIMGANJ,23,4,142,894,2002,894,ASSAM
ASSAM,38,61,10,19,76,141,KARIMGANJ,36,7,120,1382,2010,1382,ASSAM
ASSAM,38,46,4,13,81,74,KARIMGANJ,44,5,198,1153,2006,1153,ASSAM
ASSAM,31,54,5,9,71,84,KARIMGANJ,29,5,104,919,2003,919,ASSAM
ANDHRA PRADESH,147,183,47,3,225,698,KARIMNAGAR,73,22,699,8141,2006,8141,ANDHRA PRADESH
ANDHRA PRADESH,160,82,45,18,216,209,KARIMNAGAR,99,60,404,7086,2002,7086,ANDHRA PRADESH
ANDHRA PRADESH,162,85,62,27,218,224,KARIMNAGAR,56,50,392,5811,2001,5811,ANDHRA PRADESH
ANDHRA PRADESH,134,170,48,1,294,596,KARIMNAGAR,84,15,697,8337,2008,8337,ANDHRA PRADESH
ANDHRA PRADESH,123,150,61,7,236,717,KARIMNAGAR,85,25,540,8048,2004,8048,ANDHRA PRADESH
ANDHRA PRADESH,164,171,52,10,310,839,KARIMNAGAR,84,37,740,8875,2005,8875,ANDHRA PRADESH
ANDHRA PRADESH,153,111,53,12,261,602,KARIMNAGAR,88,43,460,7709,2003,7709,ANDHRA PRADESH
ANDHRA PRADESH,139,188,39,2,282,636,KARIMNAGAR,65,16,673,8320,2010,8320,ANDHRA PRADESH
ANDHRA PRADESH,123,169,61,3,301,687,KARIMNAGAR,73,16,803,8535,2007,8535,ANDHRA PRADESH
ANDHRA PRADESH,91,150,40,2,250,635,KARIMNAGAR,48,15,528,7902,2009,7902,ANDHRA PRADESH
HARYANA,46,43,14,5,215,236,KARNAL,50,27,648,2990,2005,2990,HARYANA
HARYANA,53,39,13,4,291,169,KARNAL,47,26,702,3095,2007,3095,HARYANA
HARYANA,27,62,17,11,263,225,KARNAL,48,22,661,3351,2009,3351,HARYANA
HARYANA,39,47,17,6,265,124,KARNAL,50,23,681,3231,2008,3231,HARYANA
HARYANA,32,57,13,6,238,214,KARNAL,51,21,703,3143,2006,3143,HARYANA
HARYANA,42,52,18,8,208,97,KARNAL,44,16,468,2383,2001,2383,HARYANA
HARYANA,49,46,21,5,269,231,KARNAL,52,24,836,3447,2010,3447,HARYANA
HARYANA,40,18,15,4,159,242,KARNAL,31,19,386,2352,2004,2352,HARYANA
HARYANA,41,30,14,8,203,173,KARNAL,27,18,380,2215,2003,2215,HARYANA
HARYANA,39,24,11,4,216,115,KARNAL,37,14,383,2173,2002,2173,HARYANA
TAMIL NADU,26,16,2,3,62,24,KARUR,3,3,296,2414,2003,2414,TAMIL NADU
TAMIL NADU,19,14,0,0,59,21,KARUR,5,14,231,2425,2006,2425,TAMIL NADU
TAMIL NADU,26,16,2,1,24,14,KARUR,7,7,232,2358,2009,2358,TAMIL NADU
TAMIL NADU,21,14,4,2,23,13,KARUR,4,11,329,2464,2008,2464,TAMIL NADU
TAMIL NADU,29,17,1,3,48,24,KARUR,10,16,304,2579,2002,2579,TAMIL NADU
TAMIL NADU,19,56,4,1,54,10,KARUR,10,34,241,2974,2010,2974,TAMIL NADU
TAMIL NADU,19,6,3,1,35,13,KARUR,4,6,212,2435,2004,2435,TAMIL NADU
TAMIL NADU,23,18,5,2,57,26,KARUR,6,9,257,2865,2005,2865,TAMIL NADU
TAMIL NADU,28,14,2,4,39,14,KARUR,4,9,226,2245,2001,2245,TAMIL NADU
TAMIL NADU,18,18,0,2,37,17,KARUR,3,14,168,2642,2007,2642,TAMIL NADU
KERALA,15,12,0,5,188,149,KASARGOD,27,19,170,3062,2006,3062,KERALA
KERALA,20,19,0,0,145,87,KASARGOD,25,11,146,2770,2002,2770,KERALA
KERALA,10,14,0,2,138,133,KASARGOD,25,24,166,2998,2005,2998,KERALA
KERALA,8,17,1,1,106,194,KASARGOD,23,22,108,3238,2010,3238,KERALA
KERALA,24,14,0,6,143,66,KASARGOD,15,16,169,2843,2003,2843,KERALA
KERALA,14,5,1,3,187,92,KASARGOD,29,14,165,2669,2004,2669,KERALA
KERALA,19,24,1,4,160,202,KASARGOD,28,21,178,3585,2008,3585,KERALA
KERALA,20,13,0,2,137,190,KASARGOD,47,30,144,3567,2009,3567,KERALA
KERALA,12,4,0,0,156,195,KASARGOD,19,27,192,4146,2007,4146,KERALA
KERALA,18,7,0,32,132,66,KASARGOD,28,9,145,3116,2001,3116,KERALA
JAMMU & KASHMIR,10,27,1,0,47,4,KATHUA,9,0,51,1001,2009,1001,JAMMU & KASHMIR
JAMMU & KASHMIR,16,12,3,1,50,1,KATHUA,13,2,37,817,2001,817,JAMMU & KASHMIR
JAMMU & KASHMIR,15,13,3,0,47,4,KATHUA,11,1,47,968,2002,968,JAMMU & KASHMIR
JAMMU & KASHMIR,17,33,0,0,65,6,KATHUA,10,2,30,967,2004,967,JAMMU & KASHMIR
JAMMU & KASHMIR,6,28,3,1,54,12,KATHUA,12,3,56,1106,2006,1106,JAMMU & KASHMIR
JAMMU & KASHMIR,16,20,0,2,48,7,KATHUA,13,2,46,1046,2003,1046,JAMMU & KASHMIR
JAMMU & KASHMIR,14,25,7,0,43,7,KATHUA,15,0,71,1057,2008,1057,JAMMU & KASHMIR
JAMMU & KASHMIR,11,21,2,0,49,5,KATHUA,17,1,68,1061,2010,1061,JAMMU & KASHMIR
JAMMU & KASHMIR,12,20,0,0,44,4,KATHUA,12,2,23,967,2005,967,JAMMU & KASHMIR
JAMMU & KASHMIR,11,19,1,2,60,7,KATHUA,15,1,79,1238,2007,1238,JAMMU & KASHMIR
BIHAR,71,108,19,26,55,34,KATIHAR,79,27,159,1899,2004,1899,BIHAR
BIHAR,63,140,15,16,61,28,KATIHAR,120,23,152,2858,2008,2858,BIHAR
BIHAR,59,83,35,8,50,29,KATIHAR,82,10,150,1757,2006,1757,BIHAR
BIHAR,60,78,6,49,49,29,KATIHAR,51,30,146,1811,2001,1811,BIHAR
BIHAR,78,69,26,19,36,55,KATIHAR,88,34,146,1785,2005,1785,BIHAR
BIHAR,67,105,5,29,65,32,KATIHAR,77,30,157,2173,2002,2173,BIHAR
BIHAR,71,180,14,8,55,27,KATIHAR,149,26,165,2618,2007,2618,BIHAR
BIHAR,89,219,17,13,48,55,KATIHAR,120,27,183,2537,2009,2537,BIHAR
BIHAR,90,151,20,6,63,55,KATIHAR,55,20,200,2488,2010,2488,BIHAR
BIHAR,78,94,9,34,50,60,KATIHAR,92,42,229,2177,2003,2177,BIHAR
BIHAR,10,8,1,9,7,0,KATIHAR RLY.,3,8,278,503,2006,503,BIHAR
BIHAR,7,14,3,11,6,4,KATIHAR RLY.,0,16,257,524,2003,524,BIHAR
BIHAR,6,10,0,9,10,0,KATIHAR RLY.,2,10,238,464,2007,464,BIHAR
BIHAR,6,16,0,4,8,1,KATIHAR RLY.,2,9,232,467,2008,467,BIHAR
BIHAR,11,10,1,2,4,0,KATIHAR RLY.,2,13,214,432,2005,432,BIHAR
BIHAR,14,5,1,9,17,0,KATIHAR RLY.,2,17,218,434,2002,434,BIHAR
BIHAR,14,14,0,3,9,2,KATIHAR RLY.,1,5,223,419,2010,419,BIHAR
BIHAR,7,5,0,18,12,0,KATIHAR RLY.,0,19,221,417,2001,417,BIHAR
