HIGHEST_CRIME_AREA,MURDER,KIDNAPPING,DOWRY DEATHS,DACOITY,BURGLARY,CRUELTY BY HUSBAND OR HIS RELATIVES,DISTRICT,RAPE,ROBBERY,THEFT,TOTAL_CRIMES,YEAR,TOTAL IPC CRIMES,STATE_UT
ODISHA,12,11,2,0,28,6,GAJAPATI,8,1,27,452,2007,452,ODISHA
ODISHA,14,12,3,4,30,8,GAJAPATI,7,6,31,443,2006,443,ODISHA
JAMMU & KASHMIR,5,25,0,0,30,2,GANDERBAL,2,2,41,358,2008,358,JAMMU & KASHMIR
JAMMU & KASHMIR,4,15,0,0,15,1,GANDERBAL,1,0,32,365,2010,365,JAMMU & KASHMIR
JAMMU & KASHMIR,4,27,0,0,28,3,GANDERBAL,7,1,57,446,2009,446,JAMMU & KASHMIR
JAMMU & KASHMIR,20,36,0,0,50,0,GANDERBAL,4,0,47,510,2006,510,JAMMU & KASHMIR
JAMMU & KASHMIR,13,40,0,0,35,0,GANDERBAL,5,7,60,498,2005,498,JAMMU & KASHMIR
JAMMU & KASHMIR,11,45,0,0,41,5,GANDERBAL,5,4,58,622,2007,622,JAMMU & KASHMIR
JAMMU & KASHMIR,22,39,0,0,39,0,GANDERBAL,7,2,53,519,2002,519,JAMMU & KASHMIR
JAMMU & KASHMIR,15,39,0,0,56,0,GANDERBAL,12,1,63,608,2004,608,JAMMU & KASHMIR
JAMMU & KASHMIR,15,45,0,0,39,1,GANDERBAL,8,2,53,588,2003,588,JAMMU & KASHMIR
JAMMU & KASHMIR,24,35,0,1,28,0,GANDERBAL,5,0,44,395,2001,395,JAMMU & KASHMIR
GUJARAT,32,53,3,6,150,200,GANDHINAGAR,8,34,606,4808,2008,4808,GUJARAT
GUJARAT,28,32,0,5,168,174,GANDHINAGAR,7,28,572,4890,2009,4890,GUJARAT
GUJARAT,23,40,2,5,157,113,GANDHINAGAR,0,64,617,3380,2003,3380,GUJARAT
GUJARAT,31,23,1,5,114,126,GANDHINAGAR,7,37,522,3299,2002,3299,GUJARAT
GUJARAT,25,18,3,14,182,116,GANDHINAGAR,4,22,585,3478,2001,3478,GUJARAT
GUJARAT,20,38,4,5,124,101,GANDHINAGAR,9,23,395,2646,2005,2646,GUJARAT
GUJARAT,16,31,1,6,118,152,GANDHINAGAR,13,12,524,5755,2010,5755,GUJARAT
GUJARAT,25,19,2,2,134,90,GANDHINAGAR,8,31,416,2756,2004,2756,GUJARAT
GUJARAT,23,28,0,6,102,119,GANDHINAGAR,14,17,403,2841,2006,2841,GUJARAT
GUJARAT,19,31,1,5,129,170,GANDHINAGAR,12,21,434,2970,2007,2970,GUJARAT
RAJASTHAN,59,55,16,0,230,352,GANGANAGAR,75,11,389,5236,2003,5236,RAJASTHAN
RAJASTHAN,59,59,10,0,215,373,GANGANAGAR,45,17,454,4855,2005,4855,RAJASTHAN
RAJASTHAN,63,68,19,0,211,391,GANGANAGAR,54,9,441,5393,2002,5393,RAJASTHAN
RAJASTHAN,51,93,13,2,253,375,GANGANAGAR,55,14,408,5610,2001,5610,RAJASTHAN
RAJASTHAN,60,110,18,0,149,659,GANGANAGAR,72,10,361,5241,2010,5241,RAJASTHAN
RAJASTHAN,67,41,16,1,185,457,GANGANAGAR,39,15,369,4807,2006,4807,RAJASTHAN
RAJASTHAN,67,70,13,0,181,646,GANGANAGAR,89,17,292,5557,2009,5557,RAJASTHAN
RAJASTHAN,39,89,16,0,181,276,GANGANAGAR,70,7,347,4632,2008,4632,RAJASTHAN
RAJASTHAN,61,68,11,1,191,625,GANGANAGAR,66,18,388,5172,2007,5172,RAJASTHAN
RAJASTHAN,58,77,20,0,233,450,GANGANAGAR,50,12,480,5512,2004,5512,RAJASTHAN
ODISHA,87,52,25,22,109,0,GANJAM,48,66,151,1882,2010,1882,ODISHA
ODISHA,58,18,1,8,96,9,GANJAM,22,31,124,1790,2001,1790,ODISHA
ODISHA,62,25,21,13,116,30,GANJAM,15,37,182,1922,2004,1922,ODISHA
ODISHA,56,38,28,8,131,92,GANJAM,26,41,145,1948,2005,1948,ODISHA
ODISHA,66,37,20,7,150,18,GANJAM,34,40,149,2244,2007,2244,ODISHA
ODISHA,54,9,13,11,106,46,GANJAM,17,33,157,2026,2003,2026,ODISHA
ODISHA,76,20,21,11,120,54,GANJAM,34,41,157,2179,2002,2179,ODISHA
ODISHA,60,35,20,9,124,24,GANJAM,33,47,154,2003,2006,2003,ODISHA
ODISHA,73,28,27,4,148,21,GANJAM,34,73,141,1785,2009,1785,ODISHA
ODISHA,68,57,13,14,163,12,GANJAM,48,61,141,2126,2008,2126,ODISHA
JHARKHAND,53,28,8,14,21,30,GARHWA,17,16,75,1016,2007,1016,JHARKHAND
JHARKHAND,47,40,17,8,46,15,GARHWA,17,17,77,964,2005,964,JHARKHAND
JHARKHAND,61,31,10,8,44,38,GARHWA,21,40,69,1303,2010,1303,JHARKHAND
JHARKHAND,49,21,16,16,32,13,GARHWA,26,17,87,1168,2006,1168,JHARKHAND
JHARKHAND,39,16,14,17,29,19,GARHWA,32,20,68,869,2004,869,JHARKHAND
JHARKHAND,32,30,13,25,33,12,GARHWA,23,26,67,985,2003,985,JHARKHAND
JHARKHAND,39,16,14,17,29,19,GARHWA,32,20,68,869,2002,869,JHARKHAND
JHARKHAND,48,43,12,5,34,35,GARHWA,27,32,88,1321,2009,1321,JHARKHAND
JHARKHAND,48,38,9,18,29,20,GARHWA,21,30,85,1279,2008,1279,JHARKHAND
JHARKHAND,32,8,15,19,32,5,GARHWA,11,17,54,788,2001,788,JHARKHAND
MEGHALAYA,10,14,0,11,11,0,GARO HILLS EAST,4,7,33,158,2005,158,MEGHALAYA
MEGHALAYA,10,18,0,8,10,0,GARO HILLS EAST,1,3,27,130,2008,130,MEGHALAYA
MEGHALAYA,14,14,0,4,19,0,GARO HILLS EAST,1,6,20,132,2003,132,MEGHALAYA
MEGHALAYA,18,11,0,10,9,0,GARO HILLS EAST,3,8,25,148,2006,148,MEGHALAYA
MEGHALAYA,7,6,0,5,18,0,GARO HILLS EAST,0,10,18,98,2004,98,MEGHALAYA
MEGHALAYA,16,10,0,7,7,0,GARO HILLS EAST,2,14,16,134,2001,134,MEGHALAYA
MEGHALAYA,11,7,0,13,14,0,GARO HILLS EAST,5,6,33,151,2010,151,MEGHALAYA
MEGHALAYA,10,10,0,5,10,0,GARO HILLS EAST,1,5,25,110,2002,110,MEGHALAYA
MEGHALAYA,9,5,0,18,9,0,GARO HILLS EAST,3,9,30,167,2009,167,MEGHALAYA
MEGHALAYA,9,12,0,8,20,0,GARO HILLS EAST,4,0,32,159,2007,159,MEGHALAYA
MEGHALAYA,5,4,0,4,0,0,GARO HILLS SOUTH,1,1,9,33,2004,33,MEGHALAYA
MEGHALAYA,7,6,0,2,3,0,GARO HILLS SOUTH,3,1,7,46,2003,46,MEGHALAYA
MEGHALAYA,5,4,0,3,1,0,GARO HILLS SOUTH,0,2,17,49,2005,49,MEGHALAYA
MEGHALAYA,2,4,0,2,5,0,GARO HILLS SOUTH,1,4,12,53,2007,53,MEGHALAYA
MEGHALAYA,10,3,0,2,5,0,GARO HILLS SOUTH,1,1,11,57,2002,57,MEGHALAYA
MEGHALAYA,3,8,0,4,3,0,GARO HILLS SOUTH,0,4,18,53,2006,53,MEGHALAYA
MEGHALAYA,8,7,0,2,4,1,GARO HILLS SOUTH,4,1,8,59,2010,59,MEGHALAYA
MEGHALAYA,6,4,0,3,2,1,GARO HILLS SOUTH,1,4,8,49,2001,49,MEGHALAYA
MEGHALAYA,4,4,0,5,1,0,GARO HILLS SOUTH,2,1,12,37,2008,37,MEGHALAYA
MEGHALAYA,4,6,0,5,1,1,GARO HILLS SOUTH,0,0,14,49,2009,49,MEGHALAYA
MEGHALAYA,13,22,0,10,26,4,GARO HILLS WEST,4,6,57,267,2007,267,MEGHALAYA
MEGHALAYA,19,28,0,9,34,0,GARO HILLS WEST,5,4,30,235,2001,235,MEGHALAYA
MEGHALAYA,24,36,0,13,21,0,GARO HILLS WEST,6,17,24,200,2003,200,MEGHALAYA
MEGHALAYA,11,17,0,14,18,2,GARO HILLS WEST,3,5,47,267,2005,267,MEGHALAYA
MEGHALAYA,17,24,0,2,23,0,GARO HILLS WEST,5,2,45,196,2002,196,MEGHALAYA
MEGHALAYA,15,20,0,8,12,0,GARO HILLS WEST,10,1,41,242,2006,242,MEGHALAYA
MEGHALAYA,16,14,0,11,29,13,GARO HILLS WEST,10,14,142,533,2008,533,MEGHALAYA
MEGHALAYA,20,28,0,5,25,5,GARO HILLS WEST,15,6,186,556,2010,556,MEGHALAYA
MEGHALAYA,13,19,0,13,22,13,GARO HILLS WEST,8,12,138,591,2009,591,MEGHALAYA
MEGHALAYA,17,16,1,14,16,0,GARO HILLS WEST,12,3,31,212,2004,212,MEGHALAYA
UTTAR PRADESH,78,106,22,7,138,103,GAUTAMBUDH NAGAR,24,91,2298,4707,2009,4707,UTTAR PRADESH
UTTAR PRADESH,75,102,14,3,138,73,GAUTAMBUDH NAGAR,17,47,1349,3277,2007,3277,UTTAR PRADESH
UTTAR PRADESH,100,137,19,18,166,132,GAUTAMBUDH NAGAR,39,237,2844,6091,2010,6091,UTTAR PRADESH
UTTAR PRADESH,87,73,13,6,115,59,GAUTAMBUDH NAGAR,26,37,946,2401,2006,2401,UTTAR PRADESH
UTTAR PRADESH,66,35,14,8,38,23,GAUTAMBUDH NAGAR,10,22,425,1085,2003,1085,UTTAR PRADESH
UTTAR PRADESH,63,38,14,10,47,39,GAUTAMBUDH NAGAR,20,39,826,2290,2004,2290,UTTAR PRADESH
UTTAR PRADESH,65,91,25,0,84,68,GAUTAMBUDH NAGAR,22,42,1703,3622,2008,3622,UTTAR PRADESH
UTTAR PRADESH,92,54,17,11,56,54,GAUTAMBUDH NAGAR,16,47,729,2443,2001,2443,UTTAR PRADESH
UTTAR PRADESH,72,43,17,7,65,42,GAUTAMBUDH NAGAR,19,28,652,2213,2002,2213,UTTAR PRADESH
UTTAR PRADESH,69,60,14,6,88,45,GAUTAMBUDH NAGAR,18,41,962,2169,2005,2169,UTTAR PRADESH
BIHAR,155,150,46,52,163,106,GAYA,20,85,667,4626,2009,4626,BIHAR
BIHAR,136,103,43,35,124,40,GAYA,52,63,494,4179,2008,4179,BIHAR
BIHAR,163,110,36,104,127,58,GAYA,19,168,461,3536,2004,3536,BIHAR
BIHAR,200,117,26,100,149,24,GAYA,25,114,416,3182,2001,3182,BIHAR
BIHAR,158,86,168,72,128,9,GAYA,25,100,443,3424,2006,3424,BIHAR
BIHAR,218,58,26,98,162,44,GAYA,31,132,348,3124,2002,3124,BIHAR
BIHAR,157,63,74,48,118,15,GAYA,28,90,439,3406,2007,3406,BIHAR
BIHAR,139,136,42,48,138,97,GAYA,22,103,701,4706,2010,4706,BIHAR
BIHAR,158,134,8,112,145,11,GAYA,22,129,410,3418,2005,3418,BIHAR
BIHAR,230,106,37,107,173,46,GAYA,27,157,374,3345,2003,3345,BIHAR
UTTAR PRADESH,216,447,69,32,303,536,GHAZIABAD,44,174,3993,10217,2010,10217,UTTAR PRADESH
UTTAR PRADESH,183,127,33,6,100,147,GHAZIABAD,24,38,1387,4256,2005,4256,UTTAR PRADESH
UTTAR PRADESH,254,661,66,53,394,556,GHAZIABAD,53,195,4377,11821,2009,11821,UTTAR PRADESH
UTTAR PRADESH,150,208,37,4,117,204,GHAZIABAD,33,45,1031,4320,2007,4320,UTTAR PRADESH
UTTAR PRADESH,231,129,21,13,191,176,GHAZIABAD,20,83,1274,4619,2002,4619,UTTAR PRADESH
UTTAR PRADESH,146,132,41,0,114,190,GHAZIABAD,29,44,1109,4207,2006,4207,UTTAR PRADESH
UTTAR PRADESH,190,148,35,3,135,142,GHAZIABAD,25,65,1523,4613,2004,4613,UTTAR PRADESH
UTTAR PRADESH,176,97,17,3,122,97,GHAZIABAD,15,52,931,2627,2003,2627,UTTAR PRADESH
UTTAR PRADESH,143,260,39,7,115,202,GHAZIABAD,30,63,1141,4888,2008,4888,UTTAR PRADESH
UTTAR PRADESH,230,145,33,10,227,140,GHAZIABAD,31,117,1357,5079,2001,5079,UTTAR PRADESH
UTTAR PRADESH,61,10,17,4,57,49,GHAZIPUR,4,25,101,1037,2004,1037,UTTAR PRADESH
UTTAR PRADESH,41,28,33,12,39,64,GHAZIPUR,6,57,120,1059,2008,1059,UTTAR PRADESH
UTTAR PRADESH,48,13,19,1,43,35,GHAZIPUR,2,27,102,872,2005,872,UTTAR PRADESH
UTTAR PRADESH,48,8,11,0,52,24,GHAZIPUR,2,12,62,659,2003,659,UTTAR PRADESH
UTTAR PRADESH,40,18,22,7,45,68,GHAZIPUR,10,23,106,1102,2007,1102,UTTAR PRADESH
UTTAR PRADESH,46,37,22,2,92,56,GHAZIPUR,6,17,107,1308,2001,1308,UTTAR PRADESH
UTTAR PRADESH,44,17,22,3,33,33,GHAZIPUR,8,18,103,790,2006,790,UTTAR PRADESH
UTTAR PRADESH,37,26,29,9,35,63,GHAZIPUR,3,49,115,960,2009,960,UTTAR PRADESH
UTTAR PRADESH,55,25,14,1,46,50,GHAZIPUR,4,16,80,1048,2002,1048,UTTAR PRADESH
UTTAR PRADESH,45,23,32,8,27,41,GHAZIPUR,5,36,88,806,2010,806,UTTAR PRADESH
JHARKHAND,56,52,39,59,100,68,GIRIDIH,56,34,327,2689,2006,2689,JHARKHAND
JHARKHAND,59,40,20,52,103,71,GIRIDIH,46,31,289,2710,2007,2710,JHARKHAND
JHARKHAND,63,60,33,41,88,25,GIRIDIH,48,45,353,2819,2008,2819,JHARKHAND
JHARKHAND,59,98,39,33,73,63,GIRIDIH,37,30,293,2580,2010,2580,JHARKHAND
JHARKHAND,65,40,42,63,116,37,GIRIDIH,35,50,236,2386,2003,2386,JHARKHAND
JHARKHAND,72,38,52,49,91,36,GIRIDIH,39,42,128,1955,2002,1955,JHARKHAND
JHARKHAND,72,38,52,49,91,36,GIRIDIH,39,42,128,1955,2004,1955,JHARKHAND
JHARKHAND,63,43,24,53,119,44,GIRIDIH,28,36,306,2356,2005,2356,JHARKHAND
JHARKHAND,63,20,30,56,116,57,GIRIDIH,42,27,111,1918,2001,1918,JHARKHAND
JHARKHAND,86,72,45,40,61,3,GIRIDIH,28,22,296,2564,2009,2564,JHARKHAND
ASSAM,31,77,3,14,50,142,GOALPARA,40,12,127,1162,2005,1162,ASSAM
ASSAM,36,88,4,14,74,117,GOALPARA,66,9,131,1319,2008,1319,ASSAM
ASSAM,28,51,1,37,61,64,GOALPARA,35,13,116,873,2001,873,ASSAM
ASSAM,30,55,2,31,5,152,GOALPARA,60,11,159,1098,2003,1098,ASSAM
ASSAM,51,89,2,8,82,252,GOALPARA,90,5,166,1776,2009,1776,ASSAM
ASSAM,23,45,4,17,64,151,GOALPARA,55,9,87,1063,2006,1063,ASSAM
ASSAM,24,67,2,25,63,93,GOALPARA,40,10,107,959,2002,959,ASSAM
ASSAM,31,63,4,8,65,105,GOALPARA,51,13,174,1131,2007,1131,ASSAM
ASSAM,31,125,4,11,102,263,GOALPARA,119,4,155,2290,2010,2290,ASSAM
ASSAM,35,55,3,16,67,119,GOALPARA,50,9,100,1053,2004,1053,ASSAM
JHARKHAND,40,50,8,7,50,47,GODDA,33,14,140,1231,2006,1231,JHARKHAND
JHARKHAND,61,34,1,24,66,0,GODDA,37,18,70,1030,2001,1030,JHARKHAND
JHARKHAND,55,59,7,8,64,42,GODDA,30,9,152,1295,2007,1295,JHARKHAND
JHARKHAND,44,58,8,6,52,39,GODDA,46,11,117,1273,2005,1273,JHARKHAND
JHARKHAND,31,36,4,9,46,56,GODDA,86,10,128,2203,2004,2203,JHARKHAND
JHARKHAND,57,59,7,4,45,11,GODDA,26,16,146,1464,2010,1464,JHARKHAND
JHARKHAND,31,36,4,9,46,56,GODDA,86,10,128,2203,2002,2203,JHARKHAND
JHARKHAND,31,35,4,9,46,56,GODDA,76,15,129,2195,2003,2195,JHARKHAND
JHARKHAND,61,76,7,5,55,50,GODDA,26,16,160,1863,2008,1863,JHARKHAND
JHARKHAND,66,43,7,6,48,30,GODDA,24,19,152,1236,2009,1236,JHARKHAND
ASSAM,57,76,0,10,56,36,GOLAGHAT,42,37,260,1347,2002,1347,ASSAM
ASSAM,61,104,0,10,69,91,GOLAGHAT,54,28,261,1421,2005,1421,ASSAM
ASSAM,71,112,0,14,91,79,GOLAGHAT,62,34,310,1514,2004,1514,ASSAM
ASSAM,53,48,0,13,95,26,GOLAGHAT,30,27,211,1166,2001,1166,ASSAM
ASSAM,55,86,0,7,94,58,GOLAGHAT,67,24,296,1459,2003,1459,ASSAM
ASSAM,55,105,0,2,72,108,GOLAGHAT,35,25,239,1586,2009,1586,ASSAM
ASSAM,52,88,9,10,84,148,GOLAGHAT,40,25,188,1503,2010,1503,ASSAM
ASSAM,80,98,0,2,95,99,GOLAGHAT,64,29,281,1468,2007,1468,ASSAM
ASSAM,72,112,1,3,72,76,GOLAGHAT,63,25,277,1500,2006,1500,ASSAM
ASSAM,65,72,0,15,89,86,GOLAGHAT,42,25,247,1476,2008,1476,ASSAM
UTTAR PRADESH,59,102,42,21,62,3,GONDA,29,25,151,1746,2009,1746,UTTAR PRADESH
UTTAR PRADESH,49,64,43,8,59,12,GONDA,27,19,142,1395,2008,1395,UTTAR PRADESH
UTTAR PRADESH,23,39,29,5,106,27,GONDA,11,20,155,1505,2002,1505,UTTAR PRADESH
UTTAR PRADESH,52,25,15,2,72,2,GONDA,14,11,120,976,2004,976,UTTAR PRADESH
UTTAR PRADESH,55,53,28,5,77,7,GONDA,22,30,167,1280,2006,1280,UTTAR PRADESH
UTTAR PRADESH,21,12,16,4,49,4,GONDA,5,11,54,912,2003,912,UTTAR PRADESH
UTTAR PRADESH,31,21,26,1,66,6,GONDA,12,16,139,999,2005,999,UTTAR PRADESH
UTTAR PRADESH,68,47,26,15,118,46,GONDA,18,32,161,1719,2001,1719,UTTAR PRADESH
UTTAR PRADESH,51,87,47,9,73,6,GONDA,9,21,167,2054,2010,2054,UTTAR PRADESH
UTTAR PRADESH,46,61,35,7,73,10,GONDA,13,23,156,1233,2007,1233,UTTAR PRADESH
MAHARASHTRA,41,17,4,4,238,80,GONDIA,23,13,326,2006,2001,2006,MAHARASHTRA
MAHARASHTRA,43,23,3,4,143,48,GONDIA,33,9,334,1911,2009,1911,MAHARASHTRA
MAHARASHTRA,44,22,4,5,217,70,GONDIA,25,14,318,1959,2002,1959,MAHARASHTRA
MAHARASHTRA,34,13,3,9,188,51,GONDIA,32,22,314,1937,2007,1937,MAHARASHTRA
MAHARASHTRA,29,21,3,3,191,41,GONDIA,28,20,323,1982,2010,1982,MAHARASHTRA
MAHARASHTRA,41,13,6,7,214,74,GONDIA,25,9,300,1875,2003,1875,MAHARASHTRA
MAHARASHTRA,29,19,1,4,209,59,GONDIA,22,16,376,2108,2005,2108,MAHARASHTRA
MAHARASHTRA,35,15,3,3,177,58,GONDIA,38,18,355,2023,2008,2023,MAHARASHTRA
MAHARASHTRA,31,22,5,12,220,55,GONDIA,23,25,398,2296,2006,2296,MAHARASHTRA
MAHARASHTRA,27,23,2,5,179,54,GONDIA,30,23,317,1898,2004,1898,MAHARASHTRA
BIHAR,76,133,48,6,68,125,GOPALGANJ,18,22,205,2779,2010,2779,BIHAR
BIHAR,48,28,22,11,59,46,GOPALGANJ,9,32,203,2430,2007,2430,BIHAR
BIHAR,69,68,23,13,72,51,GOPALGANJ,16,34,120,2035,2002,2035,BIHAR
BIHAR,74,97,36,16,50,110,GOPALGANJ,23,41,144,2605,2008,2605,BIHAR
BIHAR,65,55,14,9,46,34,GOPALGANJ,12,27,89,2005,2003,2005,BIHAR
BIHAR,77,129,38,23,69,132,GOPALGANJ,39,67,163,2724,2004,2724,BIHAR
BIHAR,107,100,22,32,81,155,GOPALGANJ,13,73,153,2098,2001,2098,BIHAR
BIHAR,72,76,32,25,77,94,GOPALGANJ,23,40,206,2357,2006,2357,BIHAR
BIHAR,74,79,25,10,64,49,GOPALGANJ,24,53,205,2543,2005,2543,BIHAR
BIHAR,81,153,42,13,66,127,GOPALGANJ,37,21,226,2641,2009,2641,BIHAR
UTTAR PRADESH,94,31,16,5,120,18,GORAKHPUR,24,39,367,2193,2005,2193,UTTAR PRADESH
UTTAR PRADESH,75,65,23,0,90,83,GORAKHPUR,19,15,348,2076,2007,2076,UTTAR PRADESH
UTTAR PRADESH,98,65,25,8,191,79,GORAKHPUR,24,47,357,2528,2004,2528,UTTAR PRADESH
UTTAR PRADESH,96,68,16,6,137,52,GORAKHPUR,13,38,192,2598,2001,2598,UTTAR PRADESH
UTTAR PRADESH,76,183,43,1,152,216,GORAKHPUR,46,49,480,2892,2008,2892,UTTAR PRADESH
UTTAR PRADESH,89,49,16,3,98,70,GORAKHPUR,23,36,318,2204,2006,2204,UTTAR PRADESH
UTTAR PRADESH,82,42,18,1,136,36,GORAKHPUR,13,42,215,1690,2003,1690,UTTAR PRADESH
UTTAR PRADESH,79,120,50,3,137,255,GORAKHPUR,43,39,862,3906,2009,3906,UTTAR PRADESH
UTTAR PRADESH,112,47,30,5,174,56,GORAKHPUR,27,46,226,2618,2002,2618,UTTAR PRADESH
UTTAR PRADESH,105,259,61,4,250,266,GORAKHPUR,45,83,1126,5246,2010,5246,UTTAR PRADESH
HARYANA,22,4,5,2,1,0,GRP,1,18,473,1199,2010,1199,HARYANA
HARYANA,19,11,5,3,1,0,GRP,2,18,427,1139,2007,1139,HARYANA
HARYANA,25,5,10,5,0,1,GRP,3,18,467,1264,2009,1264,HARYANA
HARYANA,24,2,5,0,1,0,GRP,0,5,169,615,2001,615,HARYANA
HARYANA,27,6,7,0,2,0,GRP,2,3,180,931,2004,931,HARYANA
HARYANA,13,2,7,1,3,0,GRP,2,5,195,859,2005,859,HARYANA
HARYANA,19,0,3,1,0,0,GRP,1,2,149,729,2003,729,HARYANA
HARYANA,20,1,6,3,0,0,GRP,1,6,267,859,2006,859,HARYANA
HARYANA,27,11,6,1,1,0,GRP,1,22,497,1260,2008,1260,HARYANA
HARYANA,25,0,14,1,2,0,GRP,1,3,203,770,2002,770,HARYANA
CHHATTISGARH,2,3,0,0,8,1,GRP RAIPUR,2,5,223,351,2004,351,CHHATTISGARH
CHHATTISGARH,1,2,0,0,4,1,GRP RAIPUR,1,7,329,407,2010,407,CHHATTISGARH
CHHATTISGARH,5,1,2,0,11,2,GRP RAIPUR,2,6,238,385,2005,385,CHHATTISGARH
CHHATTISGARH,2,0,0,0,8,0,GRP RAIPUR,5,0,207,320,2002,320,CHHATTISGARH
CHHATTISGARH,1,2,0,0,5,1,GRP RAIPUR,1,2,198,327,2003,327,CHHATTISGARH
CHHATTISGARH,5,0,0,0,7,0,GRP RAIPUR,2,4,195,301,2008,301,CHHATTISGARH
CHHATTISGARH,1,1,1,0,5,0,GRP RAIPUR,1,3,186,291,2007,291,CHHATTISGARH
CHHATTISGARH,2,0,0,2,8,1,GRP RAIPUR,0,9,197,315,2001,315,CHHATTISGARH
CHHATTISGARH,4,0,0,1,9,3,GRP RAIPUR,1,6,230,386,2006,386,CHHATTISGARH
CHHATTISGARH,8,1,0,0,6,1,GRP RAIPUR,0,5,271,358,2009,358,CHHATTISGARH
DELHI UT,3,16,0,0,1,0,GRP(RLY),4,2,795,926,2007,926,DELHI UT
DELHI UT,5,12,1,0,1,0,GRP(RLY),1,3,945,1076,2006,1076,DELHI UT
DELHI UT,12,41,0,2,0,0,GRP(RLY),2,9,647,816,2010,816,DELHI UT
DELHI UT,6,7,1,1,1,1,GRP(RLY),0,2,821,951,2008,951,DELHI UT
DELHI UT,9,17,1,2,1,1,GRP(RLY),4,10,725,864,2009,864,DELHI UT
KARNATAKA,145,57,8,9,258,170,GULBARGA,32,77,305,5984,2009,5984,KARNATAKA
KARNATAKA,91,70,19,9,185,127,GULBARGA,35,64,262,4952,2007,4952,KARNATAKA
KARNATAKA,115,49,12,7,191,112,GULBARGA,16,27,290,4858,2005,4858,KARNATAKA
KARNATAKA,104,63,7,10,236,169,GULBARGA,25,74,297,5622,2008,5622,KARNATAKA
KARNATAKA,95,49,6,10,246,104,GULBARGA,20,61,268,4169,2001,4169,KARNATAKA
KARNATAKA,89,94,6,26,216,152,GULBARGA,34,87,349,4799,2010,4799,KARNATAKA
KARNATAKA,88,38,5,5,199,103,GULBARGA,14,33,190,4278,2003,4278,KARNATAKA
KARNATAKA,102,45,7,7,203,98,GULBARGA,23,27,251,4684,2004,4684,KARNATAKA
KARNATAKA,79,54,4,3,173,73,GULBARGA,24,46,258,4003,2002,4003,KARNATAKA
KARNATAKA,99,62,9,7,190,122,GULBARGA,18,35,278,5093,2006,5093,KARNATAKA
JHARKHAND,108,10,1,23,37,14,GUMLA,31,41,58,689,2002,689,JHARKHAND
JHARKHAND,168,58,1,13,14,12,GUMLA,39,36,106,926,2009,926,JHARKHAND
JHARKHAND,158,63,0,20,22,8,GUMLA,38,62,97,960,2008,960,JHARKHAND
JHARKHAND,136,21,0,30,31,10,GUMLA,29,44,56,658,2001,658,JHARKHAND
JHARKHAND,137,39,1,24,8,9,GUMLA,60,45,91,979,2007,979,JHARKHAND
JHARKHAND,108,10,1,23,37,14,GUMLA,31,41,58,689,2004,689,JHARKHAND
JHARKHAND,153,47,2,6,11,7,GUMLA,57,31,76,945,2010,945,JHARKHAND
JHARKHAND,131,16,0,32,41,11,GUMLA,31,33,56,769,2003,769,JHARKHAND
JHARKHAND,126,29,1,18,16,12,GUMLA,55,25,89,991,2006,991,JHARKHAND
JHARKHAND,140,24,2,26,32,6,GUMLA,45,27,61,787,2005,787,JHARKHAND
MADHYA PRADESH,37,14,7,3,165,48,GUNA,69,28,247,3494,2006,3494,MADHYA PRADESH
MADHYA PRADESH,45,8,10,1,238,42,GUNA,78,21,271,3421,2004,3421,MADHYA PRADESH
MADHYA PRADESH,37,10,9,0,258,68,GUNA,83,21,254,3578,2003,3578,MADHYA PRADESH
MADHYA PRADESH,53,15,9,3,123,25,GUNA,72,16,261,3116,2008,3116,MADHYA PRADESH
MADHYA PRADESH,64,10,12,8,388,99,GUNA,148,52,372,6268,2002,6268,MADHYA PRADESH
MADHYA PRADESH,71,19,7,9,448,95,GUNA,124,50,350,6001,2001,6001,MADHYA PRADESH
MADHYA PRADESH,40,5,3,4,174,61,GUNA,77,34,269,3421,2005,3421,MADHYA PRADESH
MADHYA PRADESH,43,10,11,5,115,38,GUNA,54,20,219,3133,2009,3133,MADHYA PRADESH
MADHYA PRADESH,37,13,13,4,136,47,GUNA,56,33,217,3459,2010,3459,MADHYA PRADESH
MADHYA PRADESH,39,4,4,2,212,45,GUNA,80,22,263,3501,2007,3501,MADHYA PRADESH
ANDHRA PRADESH,7,0,0,0,0,0,GUNTAKAL RLY.,0,0,169,214,2009,214,ANDHRA PRADESH
ANDHRA PRADESH,12,1,4,1,0,0,GUNTAKAL RLY.,0,4,129,225,2005,225,ANDHRA PRADESH
ANDHRA PRADESH,7,0,0,0,0,2,GUNTAKAL RLY.,0,1,122,171,2008,171,ANDHRA PRADESH
ANDHRA PRADESH,4,1,0,0,0,0,GUNTAKAL RLY.,1,5,209,368,2003,368,ANDHRA PRADESH
ANDHRA PRADESH,8,6,0,0,0,0,GUNTAKAL RLY.,0,2,221,287,2010,287,ANDHRA PRADESH
ANDHRA PRADESH,8,0,0,1,0,0,GUNTAKAL RLY.,0,1,177,338,2004,338,ANDHRA PRADESH
ANDHRA PRADESH,7,1,0,4,0,3,GUNTAKAL RLY.,0,5,140,221,2006,221,ANDHRA PRADESH
ANDHRA PRADESH,3,0,0,5,0,0,GUNTAKAL RLY.,0,2,162,287,2001,287,ANDHRA PRADESH
